id,category,abstract,year,cross_lists,cat_int
1507.07900,astro-ph,"Lyman Break Analogs (LBA) are local proxies of high-redshift Lyman Break Galaxies (LBG). Studies of nearby starbursts have shown that Lyman continuum and line emission are absorbed by dust and that the Lyman-alpha is resonantly scattered by neutral hydrogen. A source of feedback is required to prevent scattering and allow the Lyman-alpha emission to escape. There are two X-ray point sources embedded in the Lyman Break Analog (LBA) galaxy Haro 11. Haro 11 X-1 is an extremely luminous (Lequation ergs sequation), spatially compact source with a hard X-ray spectrum. Haro 11 X-1 is similar to the extreme Black Hole Binary (BHB) M82 X-1. The hard X-ray spectrum indicates Haro 11 X-1 may be a Black Hole Binary (BHB) in a low accretion state. The very high X-ray luminosity suggests an intermediate mass black hole that could be the seed for formation of a supermassive black hole. Source Haro 11 X-2 has an X-ray luminosity Lequation ergs sequation and a soft X-ray spectrum. This strongly suggests that Haro 11 X-2 is an X-ray binary in the ultra luminous state. Haro 11 X-2 is coincident with the star forming knot that is the source of the Lyman-alpha emission, raising the possibility that strong winds from X-ray binaries play an important part in injecting mechanical power into the Interstellar Medium (ISM), thus blowing away neutral material from the starburst region and allowing the Lyman-alpha to escape. We suggest that feedback from X-ray binaries may play a significant role in allowing Lyman-alpha emission to escape from galaxies in the early universe.",15,[],1
1507.05696,astro-ph,"The Ultra-Fast Flash Observatory pathfinder (UFFO-p) is a new space mission dedicated to detect Gamma-Ray Bursts (GRBs) and rapidly follow their afterglows in order to provide early optical/ultraviolet measurements. A GRB location is determined in a few seconds by the UFFO Burst Alert & Trigger telescope (UBAT) employing the coded mask imaging technique and the detector combination of Yttrium Oxyorthosilicate (YSO) scintillating crystals and multi-anode photomultiplier tubes. The results of the laboratory tests of UBAT's functionality and performance are described in this article. The detector setting, the pixel-to-pixel response to X-rays of different energies, the imaging capability for <50 keV X-rays, the localization accuracy measurements, and the combined test with the Block for X-ray and Gamma-Radiation Detection (BDRG) scintillator detector to check the efficiency of UBAT are all described. The UBAT instrument has been assembled and integrated with other equipment on UFFO-p and should be launched on board the Lomonosov satellite in late-2015.",15,[],1
1507.08621,astro-ph,"We observed NGC 1624-2, the O-type star with the largest known magnetic field Bp~20 kG), in X-rays with the ACIS-S camera onboard the Chandra X-ray Observatory. Our two observations were obtained at the minimum and maximum of the periodic Halpha emission cycle, corresponding to the rotational phases where the magnetic field is the closest to equator-on and pole-on, respectively. With these observations, we aim to characterise the star's magnetosphere via the X-ray emission produced by magnetically confined wind shocks. Our main findings are:   (i) The observed spectrum of NGC 1624-2 is hard, similar to the magnetic O-type star Theta 1 Ori C, with only a few photons detected below 0.8 keV. The emergent X-ray flux is 30% lower at the Halpha minimum phase.   (ii) Our modelling indicated that this seemingly hard spectrum is in fact a consequence of relatively soft intrinsic emission, similar to other magnetic Of?p stars, combined with a large amount of local absorption (~1-3 x 1022 cm-2). This combination is necessary to reproduce both the prominent Mg and Si spectral features, and the lack of flux at low energies. NGC 1624-2 is intrinsically luminous in X-rays (log LX emission ~ 33.4) but 70-95% of the X-ray emission produced by magnetically confined wind shocks is absorbed before it escapes the magnetosphere (log LX ISM corrected ~ 32.5).   (iii) The high X-ray luminosity, its variation with stellar rotation, and its large attenuation are all consistent with a large dynamical magnetosphere with magnetically confined wind shocks.",15,[],1
1506.04796,astro-ph,"Population III stars can regulate star formation in the primordial Universe in several ways. They can ionize nearby halos, and even if their ionizing photons are trapped by their own halos, their Lyman-Werner (LW) photons can still escape and destroy Hequation in other halos, preventing them from cooling and forming stars. LW escape fractions are thus a key parameter in cosmological simulations of early reionization and star formation but have not yet been parametrized for realistic halos by halo or stellar mass. To do so, we perform radiation hydrodynamical simulations of LW UV escape from 9--120 Mequation Pop III stars in equation to equation Mequation halos with ZEUS-MP. We find that photons in the LW lines (i.e. those responsible for destroying Hequation in nearby systems) have escape fractions ranging from 0% to 85%. No LW photons escape the most massive halo in our sample, even from the most massive star. Escape fractions for photons elsewhere in the 11.18--13.6~eV energy range, which can be redshifted into the LW lines at cosmological distances, are generally much higher, being above 60% for all but the least massive stars in the most massive halos. We find that shielding of Hequation by neutral hydrogen, which has been neglected in most studies to date, produces escape fractions that are up to a factor of three smaller than those predicted by Hequation self-shielding alone.",15,[],1
1504.05465,astro-ph,"Galaxy shapes are not randomly oriented, rather they are statistically aligned in a way that can depend on formation environment, history and galaxy type. Studying the alignment of galaxies can therefore deliver important information about the physics of galaxy formation and evolution as well as the growth of structure in the Universe. In this review paper we summarise key measurements of galaxy alignments, divided by galaxy type, scale and environment. We also cover the statistics and formalism necessary to understand the observations in the literature. With the emergence of weak gravitational lensing as a precision probe of cosmology, galaxy alignments have taken on an added importance because they can mimic cosmic shear, the effect of gravitational lensing by large-scale structure on observed galaxy shapes. This makes galaxy alignments, commonly referred to as intrinsic alignments, an important systematic effect in weak lensing studies. We quantify the impact of intrinsic alignments on cosmic shear surveys and finish by reviewing practical mitigation techniques which attempt to remove contamination by intrinsic alignments.",15,[],1
1507.01525,astro-ph,"Low-mass X-ray binaries hosting neutron stars (NS) exhibit thermonuclear (type-I) X-ray bursts, which are powered by unstable nuclear burning of helium and/or hydrogen into heavier elements deep in the NS ""ocean"". In some cases the burning ashes may rise from the burning depths up to the NS photosphere by convection, leading to the appearance of the metal absorption edges in the spectra, which then force the emergent X-ray burst spectra to shift toward lower energies. These effects may have a substantial impact on the color correction factor equation and the dilution factor equation, the parameters of the diluted blackbody model equation that is commonly used to describe the emergent spectra from NSs. The aim of this paper is to quantify how much the metal enrichment can change these factors. We have developed a new NS atmosphere modeling code, which has a few important improvements compared to our previous code required by inclusion of the metals. The opacities and the internal partition functions (used in the ionization fraction calculations) are now taken into account for all atomic species. In addition, the code is now parallelized to counter the increased computational load. We compute a detailed grid of atmosphere models with different exotic chemical compositions that mimic the presence of the burning ashes. From the emerging model spectra we compute the color correction factors equation and the dilution factors equation that can then be compared to the observations. We find that the metals may change equation by up to about 40%, which is enough to explain the scatter seen in the blackbody radius measurements. The presented models open up the possibility for determining NS mass and radii more accurately, and may also act as a tool to probe the nuclear burning mechanisms of X-ray bursts.",15,[],1
1501.06708,astro-ph,"Magnetic waves are a relevant component in the dynamics of the solar atmosphere. Their significance has increased because of their potential as a remote diagnostic tool and their presumed contribution to plasma heating processes. We discuss our current understanding on coronal heating by magnetic waves, based on recent observational evidence and theoretical advances. The discussion starts with a selection of observational discoveries that have brought magnetic waves to the forefront of the coronal heating discussion. Then, our theoretical understanding on the nature and properties of the observed waves and the physical processes that have been proposed to explain observations are described. Particular attention is given to the sequence of processes that link observed wave characteristics with concealed energy transport, dissipation, and heat conversion. We conclude with a commentary on how the combination of theory and observations should help us understanding and quantifying magnetic wave heating of the solar atmosphere.",15,[],1
1507.07272,astro-ph,"We present results from the first twelve months of operation of Radio Galaxy Zoo, which upon completion will enable visual inspection of over 170,000 radio sources to determine the host galaxy of the radio emission and the radio morphology. Radio Galaxy Zoo uses equationGHz radio images from both the Faint Images of the Radio Sky at Twenty Centimeters (FIRST) and the Australia Telescope Large Area Survey (ATLAS) in combination with mid-infrared images at equationm from the \it Wide-field Infrared Survey Explorer (WISE) and at equationm from the \it Spitzer Space Telescope. We present the early analysis of the WISE mid-infrared colours of the host galaxies. For images in which there is equation consensus among the Radio Galaxy Zoo cross-identifications, the project participants are as effective as the science experts at identifying the host galaxies. The majority of the identified host galaxies reside in the mid-infrared colour space dominated by elliptical galaxies, quasi-stellar objects (QSOs), and luminous infrared radio galaxies (LIRGs). We also find a distinct population of Radio Galaxy Zoo host galaxies residing in a redder mid-infrared colour space consisting of star-forming galaxies and/or dust-enhanced non star-forming galaxies consistent with a scenario of merger-driven active galactic nuclei (AGN) formation. The completion of the full Radio Galaxy Zoo project will measure the relative populations of these hosts as a function of radio morphology and power while providing an avenue for the identification of rare and extreme radio structures. Currently, we are investigating candidates for radio galaxies with extreme morphologies, such as giant radio galaxies, late-type host galaxies with extended radio emission, and hybrid morphology radio sources.",15,[],1
1504.00074,astro-ph,"We searched for superflares on solar-type stars using Kepler data with 1 min sampling in order to detect superflares with short duration. We found 187 superflares on 23 solar-type stars whose bolometric energy ranges from the order of equation erg to equation erg. Some superflares show multiple peaks with the peak separation of the order of equation-equation seconds which is comparable to the periods of quasi-periodic pulsations in solar and stellar flares. Using these new data combined with the results from the data with 30 min sampling, we found the occurrence frequency (equation) of superflares as a function of flare energy (equation) shows the power-law distribution (equation) with equation for equation erg which is consistent with the previous results. The average occurrence rate of superflares with the energy of equation erg which is equivalent to X100 solar flares is about once in 500-600 years. The upper limit of energy released by superflares is basically comparable to a fraction of the magnetic energy stored near starspots which is estimated from the photometry. We also found that the duration of superflares (equation) increases with the flare energy (equation) as equation. This can be explained if we assume the time-scale of flares is determined by the Alfvequationn time.",15,[],1
1503.03368,astro-ph,"We examine GRBs with both Fermi-LAT and X-ray afterglow data. Assuming that the 100MeV (LAT) emission is radiation from cooled electrons accelerated by external shocks, we show that the kinetic energy of the blast wave estimated from the 100MeV flux is 50 times larger than the one estimated from the X-ray flux. This can be explained if either: i) electrons radiating at X-rays are significantly cooled by SSC (suppressing the synchrotron flux above the cooling frequency) or ii) if the X-ray emitting electrons, unlike those emitting at 100MeV energies, are in the slow cooling regime. In both cases the X-ray flux is no longer an immediate proxy of the blast wave kinetic energy. We model the LAT, X-ray and optical data and show that in general these possibilities are consistent with the data, and explain the apparent disagreement between X-ray and LAT observations. All possible solutions require weak magnetic fields: equation (where equation is the fraction of shocked plasma energy in magnetic fields). Using the LAT emission as a proxy for the blast wave kinetic energy we find that the derived prompt efficiencies are of order 15%. This is considerably lower compared with previous estimates (87% and higher for the same bursts). This provides at least a partial solution to the ""prompt high efficiency paradox"".",15,[],1
