id,category,abstract,year,cross_lists,cat_int
astro-ph/0504278,astro-ph,"Recent hard X-ray surveys have proven to be effective in discovering large numbers of X-ray sources that, despite the likely association with active nuclei, appear to be characterized by ""peculiar"" properties. Among these ""exotic"" source populations, we will focus on the nature of two classes of hard X-ray sources: those characterized by high X-ray-to-optical flux ratios -- a fraction of these are associated with the rather elusive Type 2 quasars -- and the X-ray bright optically normal galaxies, also known as XBONGs.",2005,[],5
astro-ph/0502284,astro-ph,"We present a method for studying the proximity effect and the density structure around redshift z=2-3 quasars. It is based on the probability distribution of Lyman-alpha pixel optical depths and its evolution with redshift.   We validate the method using mock spectra obtained from hydrodynamical simulations, and then apply it to a sample of 12 bright quasars at redshifts 2-3 observed with UVES at the VLT-UT2 Kueyen ESO telescope. These quasars do not show signatures of associated absorption and have a mean monochromatic luminosity of 5.4 1031 h-2 erg/s/Hz at the Lyman limit. The observed distribution of optical depth within 10 Mpc/h from the QSO is statistically different from that measured in the general intergalactic medium at the same redshift. Such a change will result from the combined effects of the increase in photoionisation rate above the mean UV-background due to the extra ionizing photons from the quasar radiation (proximity effect), and the higher density of the IGM if the quasars reside in overdense regions (as expected from biased galaxy formation). The first factor decreases the optical depth whereas the second one increases the optical depth, but our measurement cannot distinguish a high background from a low overdensity. An overdensity of the order of a few is required if we use the amplitude of the UV-background inferred from the mean Lyman-equation opacity. If no overdensity is present, then we require the UV-background to be higher, and consistent with the existing measurements based on standard analysis of the proximity effect.",2005,[],5
astro-ph/0511018,astro-ph,"Modelling the flow in a thin accretion disc like a dynamical system, we analyse the nature of the critical points of the steady solutions of the flow. For the simple inviscid disc there are two critical points, with the outer one being a saddle point and the inner one a centre type point. For the weakly viscous disc, there are four possible critical points, of which the outermost is a saddle point, while the next inner one is a spiral. Coupling the nature of the critical points with the outer boundary condition of the flow, gives us a complete understanding of all the important physical features of the flow solutions in the subsonic regions of the disc. In the inviscid disc, the physical realisability of the transonic solution passing through the saddle point is addressed by considering a temporal evolution of the flow, which is a very likely non-perturbative mechanism for selecting the transonic inflow solution from among a host of other possible stable solutions. For the weakly viscous disc, while a linearised time-dependent perturbation imposed on the steady mass inflow rate causes instability, the same perturbative analysis reveals that for the inviscid disc, there is a very close correspondence between the equation for the propagation of the perturbation and the metric of an acoustic black hole. Compatible with the transport of angular momentum to the outer regions of the disc, a viscosity-limited length scale is defined for the spatial extent of the inward rotational drift of matter.",2005,[],5
astro-ph/0506299,astro-ph,"We study the Frequency Resolved Spectra of the Seyfert galaxy MCG -6-30-15 obtained during two recent XMM-Newton observations. Splitting the Fourier spectra in soft (<2 keV) and hard (>2 keV) bands, we find that the soft band has a variability amplitude larger than the hard one on time scales longer than 10 ksec, while the opposite is true on time scales shorter than 3 ksec. Both the soft and hard band spectra are well fitted by power laws of different indices. The spectra of the hard band become clearly softer as the Fourier Frequency decreases from 7x10-4 Hz to 10-5 Hz, while the spectral slope of the soft band power law component is independent of the Fourier frequency. The well known broad Fe Ka feature is absent at all frequency bins; this result implies that this feature is not variable on time scales shorter than ~105 sec, in agreement with recent line variability studies. Strong spectral features are also present in the soft X-ray band (at E~0.7), clearly discernible in all Fourier Frequency bins. This fact is consistent with the assumption that they are due to absorption by intervening matter within the source.",2005,[],5
astro-ph/0512617,astro-ph,"HH 110 and HH 262 are two Herbig-Haro jets with rather peculiar, chaotic morphology. In the two cases, no source suitable to power the jet has been detected along the outflow, at optical or radio wavelengths. Both, previous data and theoretical models, suggest that these objects are tracing an early stage of an HH jet/dense cloud interaction. We present the first results of the integral field spectroscopy observations made with the PMAS spectrophotometer (with the PPAK configuration) of these two turbulent jets. New data of the kinematics in several characteristic HH emission lines are shown. In addition, line-ratio maps have been made, suitable to explore the spatial excitation an density conditions of the jets as a function of their kinematics.",2005,[],5
astro-ph/0510084,astro-ph,"The INTEGRAL observatory has been performing a deep survey of the Galactic central radian since 2003, with the goal of both extracting a catalog of sources and gaining insight into the Galactic diffuse emission. This paper concentrates on the estimation of the total point sources emission contribution. It is now clear that unresolved point sources contribute to the observed diffuse emission; the increasing sensitivity of instruments with time has lead to a steady decrease in estimates of this 'diffuse emission'.   We have analysed the first year data obtained with the spectrometer and imager SPI on board INTEGRAL. First, a catalog of 63 hard X-ray sources detected, time-averaged, during our 2003 Galactic plane survey, is derived. Second, after extracting the spectra of the sources detected by SPI, their combined contribution is compared to the total (resolved and unresolved) emission from the Galactic ridge. The data analysis is complex: it requires us to split the total emission into several components, as discrete sources and diffuse emission are superimposed in SPI data. The main result is that point source emission dominates in the hard X-ray/soft equation-ray domain, and contributes around 90 % of the total emission around 100 keV, while above 250 keV, diffuse electron-positron annihilation, through its three-photon positronium continuum with a positronium fraction equation 0.97 and the 511 keV electron-positron line, dominates over the sources.",2005,[],5
astro-ph/0508142,astro-ph,"Ultrahigh-energy cosmic rays passing through the central region of the Galaxy interact with starlight and the infrared photons. Both nuclei and protons generate secondary fluxes of photons and neutrinos on their passage through the central region. We compute the fluxes of these secondary particles, the observations of which can be used to improve one's understanding of origin and composition of ultrahigh-energy comic rays, especially if the violation of the Greisen--Zatespin--Kuzmin cutoff is confirmed by the future data.",2005,[],5
astro-ph/0507297,astro-ph,"We propose that the anomalously bright white dwarf luminosity function observed in NGC 6791 (Bedin et al 2005) is the consequence of the formation of 0.5 Msun white dwarfs with Helium cores instead of Carbon cores. This may happen if mass loss during the ascent of the Red Giant Branch is strong enough to prevent a star from reaching the Helium flash. Such a model can explain the slower white dwarf cooling (relative to standard models) and fits naturally with scenarios advanced to explain Extreme Horizontal Branch stars, a population of which are also found in this cluster.",2005,[],5
astro-ph/0511450,astro-ph,"Gamma ray bursts (GRBs) belong to the most energetic events in the Universe. Recently, the extragalactic nature of these sources has been confirmed with the discovery of several host galaxies (HGs) and the measurement of their redshifts. To explain the origin of GRBs various models have been proposed, among which the coalescence of compact objects and the ""collapsar"" scenarios are the most representative, being the collapsar model one of the most accepted to explain the long duration GRBs. A natural consequence of this model is that the GRBs would trace the star formation rate (SFR) of their HGs. In this contributed paper we present preliminary results of the development of a Montecarlo-based code for collapsar event formation which is coupled to chemical-cosmological simulations aiming at studying the properties of HGs in a hierarchical scenario.",2005,[],5
astro-ph/0508296,astro-ph,"Measurements of ellipticities of background galaxies are sensitive to the reduced shear, the cosmic shear divided by equation where equation is the projected density field. We compute the difference between shear and reduced shear both analytically and with simulations. The difference becomes more important on smaller scales, and will impact cosmological parameter estimation from upcoming experiments. A simple recipe is presented to carry out the required correction.",2005,[],5
astro-ph/0501467,astro-ph,"We construct hydrogen atmosphere models for strongly magnetized neutron stars in thermodynamic equilibrium, taking into account partial ionization. The presence of bound states affects the equation of state, absorption coefficients, and polarizability tensor of a strongly magnetized plasma. Therefore the partial ionization influences the polarization vectors and opacities of normal electromagnetic waves, and thus the spectra of outgoing radiation. Here we review a model suitable for the most typical neutron-star atmospheres and focus on the problems that remain to be solved for its extension to other atmospheric parameters.",2005,[],5
astro-ph/0503262,astro-ph,"Using Monte Carlo simulations, we demonstrate photopion production from Fermi-accelerated protons and the resulting neutrino production in gamma-ray bursts. Unless internal shocks occur at quite large distance from the center, ultra high-energy protons are depleted by photopion production and synchrotron radiation. Internal shocks at fiducial distance cause neutrino bursts, which accompany gamma-ray bursts originating from electromagnetic cascades.",2005,[],5
astro-ph/0510075,astro-ph,"We develop a model based on 3D mean-field MHD for the generation of large scale magnetic fields in fully convective objects like low-mass stars, brown dwarfs and possibly gaseous planets. The dynamo process is of alpha2 type and thus differs from the shell-dynamo at work in more massive stars.The alpha2 dynamo becomes supercritical for Rossby numbers Ro\la 10. It generates a large-scale, non-axisymmetric, steady field that is symmetric with respect to the equatorial plane. Saturation of the alpha2-generated field at the equipartition yields strengths of several kGauss, in agreement with observations of active M dwarfs, and provides a qualitative explanation for the observed activity saturation in late M stars. For brown dwarfs with a conductive core, as occurs at the center of the most massive and oldest of these objects, we have also studied an alpha2-Omega dynamo, i.e. the effect of differential rotation. In this case the field is predominantly toroidal, axisymmetric and oscillatory, like the solar field. The topology of the field in the fully convective objects exhibits a high order multipole character that differs from the aligned dipole field generated by the alpha-Omega dynamo. The strong reduction of the dipolar component due to the field non-axisymmetry should considerably reduce the Alfven radius and thus the efficiency of magnetic braking, providing an appealing explanation for the decreasing angular momentum loss rate observed in low-mass stars and brown dwarfs. This may have also implications for cataclysmic variables below the period gap. In spite of this large-scale field, the decreasing conductivity in the dominantly neutral atmosphere of these objects prevents the current generation necessary to support a chromosphere and thus activity. (Abridged)",2005,[],5
astro-ph/0511291,astro-ph,"Various galaxy properties are not continuous over a large range in mass, but rather reveal a remarkable transition or `bimodality' at a stellar mass of 3 x 1010 Mo. These properties include colors, stellar populations, Xray emission and mass-to-light ratios. This behavior has been interpreted as the transition from hot to cold flows by Dekel & Birnboim (2005).   Here we explore whether globular cluster (GC) systems also reveal a bimodal nature with regard to this critical mass scale. Globular clusters probe star formation at early epochs in the Universe and survive subsequent galaxy mergers and accretions. We use new data from the ACS Virgo Cluster Survey (Peng etal 2005), which provides a homogeneous sample of the GC systems around one hundred Virgo early-type galaxies covering a range of five hundred in galaxy mass. Their classification of the GC color distributions is taken to examine a key quantity -- the number of GCs per unit galaxy luminosity. Below the critical mass, this quantity (called the GC specific frequency) increases dramatically in its mean value and spread. This increase may be due to regulated star formation in low mass galaxies, which in turn is due to mass loss via winds and the transition from hot to cold gas accretion flows. We also note that above the critical mass, galaxies possess two GC subpopulations (with blue and red mean colors) but below this mass, galaxies reveal an increasing proportion of single (blue) GC systems.",2005,[],5
astro-ph/0503603,astro-ph,"This paper and its companion form an extended version of notes provided to participants in the Valencia September 2004 summer school on Data Analysis in Cosmology. The papers offer a pedagogical introduction to the problem of estimating the power spectrum from galaxy surveys. The intention is to focus on concepts rather than on technical detail, but enough mathematics is provided to point the student in the right direction.   This first paper presents background material. It collects some essential definitions, discusses traditional methods for measuring power, notably the Feldman-Kaiser-Peacock (1994) method, and introduces Bayesian analysis, Fisher matrices, and maximum likelihood. For pedagogy and brevity, several derivations are set as exercises for the reader. At the summer school, multiple choice questions, included herein, were used to convey some didactic ideas, and provoked a little lively debate.",2005,[],5
astro-ph/0510170,astro-ph,"Some performances of the present CODALEMA experiment, set up to analyse radio-detected Extensive Air Shower (EAS) events, are presented. Characteristics of the EAS electric field distribution sampled on a 600~m long axis are discussed.",2005,[],5
