id,category,abstract,year,cross_lists,cat_int
1501.03497,astro-ph,"Extracting Times of Arrival from pulsar radio signals depends on the knowledge of the pulsars pulse profile and how this template is generated. We examine pulsar template generation with Bayesian methods. We will contrast the classical generation mechanism of averaging intensity profiles with a new approach based on Bayesian inference. We introduce the Bayesian measurement model imposed and derive the algorithm to reconstruct a ""statistical template"" out of noisy data. The properties of these ""statistical templates"" are analysed with simulated and real measurement data from PSR B113316. We explain how to put this new form of template to use in analysing secondary parameters of interest and give various examples: We implement a nonlinear filter for determining ToAs of pulsars. Applying this method to data from PSR J17130747 we derive ToAs self consistently, meaning all epochs were timed and we used the same epochs for template generation. While the average template contains fluctuations and noise as unavoidable artifacts, we find that the ""statistical template"" derived by Bayesian inference quantifies fluctuations and remaining uncertainty. This is why the algorithm suggested turns out to reconstruct templates of statistical significance from ten to fifty single pulses. A moving data window of fifty pulses, taking out one single pulse at the beginning and adding one at the end of the window unravels the characteristics of the methods to be compared. It shows that the change induced in the classical reconstruction is dominated by random fluctuations for the average template, while statistically significant changes drive the dynamics of the proposed method's reconstruction. The analysis of phase shifts with simulated data reveals that the proposed nonlinear algorithm is able to reconstruct correct phase information along with an acceptable estimation of the remaining uncertainty.",15,[],1
1508.03465,astro-ph,"As of 2023, the Square Kilometre Array will constitute the world's largest radio telescope, offering unprecedented capabilities for a diverse science programme in radio astronomy. At the same time, the SKA will be ideally suited to detect extensive air showers initiated by cosmic rays in the Earth's atmosphere via their radio emission. With its very dense and uniform antenna spacing in a fiducial area of one kmequation and its large bandwidth of 50-350 MHz, the low-frequency part of the SKA will provide very precise measurements of individual cosmic ray air showers. These precision measurements will allow detailed studies of the mass composition of cosmic rays in the energy region of transition from a Galactic to an extragalactic origin. Also, the SKA will facilitate three-dimensional ""tomography"" of the electromagnetic cascades of air showers, allowing the study of particle interactions at energies beyond the reach of the LHC. Finally, studies of possible connections between air showers and lightning initiation can be taken to a new level with the SKA. We discuss the science potential of air shower detection with the SKA and report on the technical requirements and project status.",15,"['hep-ex', 'physics']",1
1503.01146,astro-ph,"In the Spring of 2011 we carried out a 2.5 month reverberation mapping campaign using the 3 m Shane telescope at Lick Observatory, monitoring 15 low-redshift Seyfert 1 galaxies. This paper describes the observations, reductions and measurements, and data products from the spectroscopic campaign. The reduced spectra were fitted with a multicomponent model in order to isolate the contributions of various continuum and emission-line components. We present light curves of broad emission lines and the AGN continuum, and measurements of the broad H-beta line widths in mean and root-mean square (rms) spectra. For the most highly variable AGNs we also measured broad H-beta line widths and velocity centroids from the nightly spectra. In four AGNs exhibiting the highest variability amplitudes, we detect anticorrelations between broad H-beta width and luminosity, demonstrating that the broad-line region ""breathes"" on short timescales of days to weeks in response to continuum variations. We also find that broad H-beta velocity centroids can undergo substantial changes in response to continuum variations; in NGC 4593 the broad H-beta velocity shifted by ~250 km/s over a one-month duration. This reverberation-induced velocity shift effect is likely to contribute a significant source of confusion noise to binary black hole searches that use multi-epoch quasar spectroscopy to detect binary orbital motion. We also present results from simulations that examine biases that can occur in measurement of broad-line widths from rms spectra due to the contributions of continuum variations and photon-counting noise.",15,[],1
1510.05671,astro-ph,"We investigate the formation of metal-poor globular clusters (GCs) at the center of two dark matter halos with equation at equation using cosmological radiation-hydrodynamics simulations. We find that very compact (equation 1 pc) and massive (equation) clusters form rapidly when pristine gas collapses isothermally with the aid of efficient Lyequation emission during the transition from molecular-cooling halos to atomic-cooling halos. Because the local free-fall time of dense star-forming gas is very short (equation), a large fraction of the collapsed gas is turned into stars before stellar feedback processes blow out the gas and shut down star formation. Although the early stage of star formation is limited to a small region of the central star-forming disk, we find that the disk quickly fragments due to metal enrichment from supernovae. Sub-clusters formed in the fragmented clouds eventually merge with the main cluster at the center. The simulated clusters closely resemble the local GCs in mass and size but show a metallicity spread that is much wider than found in the local GCs. We discuss a role of pre-enrichment by Pop III and II stars as a potential solution to the latter issue. Although not without shortcomings, it is encouraging that a naive blind (not tuned) cosmological simulation presents a possible channel for the formation of at least some massive GCs.",15,[],1
1508.03916,astro-ph,"For equation Scuti star CoRoT 102749568, 52 independent frequencies were obtained by Paparequation et al. 2013. We find that there are 4 multiplets and 8 doublets with nearly equal split caused by rotation. Differential rotation is suggested instead of rigid body rotation to explain the equal split phenomenon. Grids of models are computed with MESA to fit observational frequencies of CoRoT 102749568. After rejecting modes of equation in multiplets and doublets, we identify 31 modes of equation and 3 modes of equation, including 4 modes of equation, 9 modes of equation, 11 modes of equation, and 10 modes of equation. The mean error is 0.447equationHz for the best-fitting model, and the physical parameters of the corresponding model are as followings: equation equation, equation, equation K, logequation, equation equation, equation Gyr.",15,[],1
1503.03411,astro-ph,"The presence of a helical magnetic field threading the jet of an Active Galactic Nucleus (AGN) should give rise to a gradient in the observed Faraday rotation measure (RM) across the jet, due to the associated systematic change in the line-of-sight magnetic field. Reports of observations of transverse RM gradients across AGN jets have appeared in the literature starting from 2002, but concerns were raised about the resolution required for these gradients to be reliable, and there was a lack of a full understanding of the best approach to accurate estimation of the uncertainties of local RM values. These questions have now been resolved by recent Monte Carlo simulations carried out by various groups, enabling both a verification of previously published results and reliable analyses of new data. We consider here RM gradients across the jet structures of 15 AGN, some previously published in the refereed literature but without a correct and complete error analysis, and some published for the first time here, all of which have monotonic transverse RM gradients with significances of at least 3 sigma.",15,[],1
1504.03927,astro-ph,"Transitional disks with large dust cavities are important laboratories to study planet formation and disk evolution. Cold gas may still be present inside these cavities, but the quantification of this gas is challenging. The gas content is important to constrain the origin of the dust cavity. We use Atacama Large Millimeter/submillimeter Array (ALMA) observations of 12CO 6--5 and 690 GHz (Band 9) continuum of five well-studied transitional disks. In addition, we analyze previously published Band 7 observations of a disk in 12CO 3--2 line and 345 GHz continuum. The observations are used to set constraints on the gas and dust surface density profiles, in particular the drop delta-gas of the gas density inside the dust cavity. The physical-chemical modeling code DALI is used to analyze the gas and dust images simultaneously. We model SR21, HD135344B, LkCa15, SR24S and RXJ1615-3255 (Band 9) and J1604-2130 (Band 7). The SED and continuum visibility curve constrain the dust surface density. Subsequently, the same model is used to calculate the 12CO emission, which is compared with the observations through spectra and intensity cuts. The amount of gas inside the cavity is quantified by varying the delta-gas parameter. Model fits to the dust and gas indicate that gas is still present inside the dust cavity for all disks but at a reduced level. The gas surface density drops inside the cavity by at least a factor 10, whereas the dust density drops by at least a factor 1000. Disk masses are comparable with previous estimates from the literature, cavity radii are found to be smaller than in the 345 GHz SubMillimeter Array (SMA) data. The derived gas surface density profiles suggest clearing of the cavity by one or more companions in all cases, trapping the millimeter-sized dust at the edge of the cavity.",15,[],1
1502.00032,astro-ph,"Stellar winds observed in asymptotic giant branch (AGB) stars are usually attributed to a combination of stellar pulsations and radiation pressure on dust. Shock waves triggered by pulsations propagate through the atmosphere, compressing the gas and lifting it to cooler regions, which create favourable conditions for grain growth. If sufficient radiative acceleration is exerted on the newly formed grains through absorption or scattering of stellar photons, an outflow can be triggered. Strong candidates for wind-driving dust species in M-type AGB stars are magnesium silicates (MgequationSiOequation and MgSiOequation). Such grains can form close to the stellar surface, they consist of abundant materials and, if they grow to sizes comparable to the wavelength of the stellar flux maximum, they experience strong acceleration by photon scattering.   We use a frequency-dependent radiation-hydrodynamics code with a detailed description for the growth of MgequationSiOequation grains to calculate the first extensive set of time-dependent wind models for M-type AGB stars. The resulting wind properties, visual and near-IR photometry and mid-IR spectra are compared with observations.We show that the models can produce outflows for a wide range of stellar parameters. We also demonstrate that they reproduce observed mass-loss rates and wind velocities, as well as visual and near-IR photometry. However, the current models do not show the characteristic silicate features at 10 and 18 equationm as a result of the cool temperature of MgequationSiOequation grains in the wind. Including a small amount of Fe in the grains further out in the circumstellar envelope will increase the grain temperature and result in pronounced silicate features, without significantly affecting the photometry in the visual and near-IR wavelength regions.",15,[],1
1501.07217,astro-ph,"The internal rotation of post-main sequence stars is investigated, in response to the convective pumping of angular momentum toward the stellar core, combined with a tight magnetic coupling between core and envelope. The spin evolution is calculated using model stars of initial mass 1, 1.5 and equation, taking into account mass loss on the giant branches. We also include the deposition of orbital angular momentum from a sub-stellar companion, as influenced by tidal drag along with the excitation of orbital eccentricity by a fluctuating gravitational quadrupole moment. A range of angular velocity profiles equation is considered in the envelope, extending from solid rotation to constant specific angular momentum. We focus on the back reaction of the Coriolis force, and the threshold for dynamo action in the inner envelope. Quantitative agreement with measurements of core rotation in subgiants and post-He core flash stars by Kepler is obtained with a two-layer angular velocity profile: uniform specific angular momentum where the Coriolis parameter equation (here equation is the convective time); and equation where equation. The inner profile is interpreted in terms of a balance between the Coriolis force and angular pressure gradients driven by radially extended convective plumes. Inward angular momentum pumping reduces the surface rotation of subgiants, and the need for a rejuvenated magnetic wind torque. The co-evolution of internal magnetic fields and rotation is considered in Kissin & Thompson, along with the breaking of the rotational coupling between core and envelope due to heavy mass loss.",15,[],1
1509.07521,astro-ph,"We consider a model in which a pseudo-scalar field equation rolls for some e-folds during inflation, sourcing one helicity of a gauge field. These fields are only gravitationally coupled to the inflaton, and therefore produce scalar and tensor primordial perturbations only through gravitational interactions. These sourced signals are localized on modes that exit the horizon while the roll of equation is significant. We focus our study on cases in which the model can simultaneously produce (i) a large gravitational wave signal, resulting in observable B-modes of the CMB polarizations, and (ii) sufficiently small scalar perturbations, so to be in agreement with the current limits from temperature anisotropies. Different choice of parameters can instead lead to a localized and visible departure from gaussianity in the scalar sector, either at CMB or LSS scales.",15,"['gr-qc', 'hep-ph', 'hep-th']",1
