id,category,abstract,year,cross_lists,cat_int
1309.3401,astro-ph,Solar flares are one of the main forces behind space weather events. However the mechanism that drives such energetic phenomena is not fully understood. The standard eruptive flare model predicts that magnetic reconnection occurs high in the corona where hot fast flows are created. Some imaging or spectroscopic observations have indicated the presence of these hot fast flows but there have been no spectroscopic scanning observation to date to measure the two-dimensional structure quantitatively. We analyzed a flare that occurred on the west solar limb on 27 January 2012 observed by the Hinode EUV Imaging Spectrometer (EIS) and found that the hot (~30MK) fast (>500 km/s) component was located above the flare loop. This is consistent with magnetic reconnection taking place above the flare loop.,13,[],1
1310.7744,astro-ph,"The well known Jeans instability is studied for a viscoelastic, gravitational fluid using generalized hydrodynamic equations of motions. It is found that the threshold for the onset of instability appears at higher wavelengths in a viscoelastic medium. Elastic effects playing a role similar to thermal pressure are found to lower the growth rate of the gravitational instability. Such features may manifest themselves in matter constituting dense astrophysical objects.",13,[],1
1309.3857,astro-ph,"Optically thick energy dominated plasma created in the source of Gamma-Ray Bursts (GRBs) expands radially with acceleration and forms a shell with constant width measured in the laboratory frame. When strong Lorentz factor gradients are present within the shell it is supposed to spread at sufficiently large radii. There are two possible mechanisms of spreading: hydrodynamical and thermal ones. We consider both mechanisms evaluating the amount of spreading that occurs during expansion up to the moment when the expanding shell becomes transparent for photons. We compute the hydrodynamical spreading of an ultrarelativistically expanding shell. In the case of thermal spreading we compute the velocity spread as a function of two parameters: comoving temperature and bulk Lorentz factor of relativistic Maxwellian distribution. Based on this result we determine the value of thermal spreading of relativistically expanding shell. We found that thermal spreading is negligible for typical GRB parameters. Instead hydrodynamical spreading appears to be significant, with the shell width reaching equation cm for total energy equation erg and baryonic loading equation. Within the fireshell model such spreading will result in the duration of Proper Gamma-Ray Bursts up to several seconds.",13,[],1
1311.5737,astro-ph,"Atmospheric modeling is used to build synthetic spectral energy distributions (SEDs) for the individual components of the speckle interferometric binary system HD375. These synthetic SEDs are combined together for the entire system and compared with its observational SED in an iterated procedure to achieve the best fit. Kurucz blanketed models with the measurements of magnitude differences were used to build these SED's. The input physical elements for building these best fitted synthetic SEDs represent adequately enough the elements of the system. These elements are: equation\,K, equation\,K, log equation, log equation, equation, equation equation, equation, equation and equation depending on new estimated parallax equation mas. A modified orbit of the system is built and compared with earlier orbits and the masses of the two components are calculated as equation and equation. Depending on the estimated physical and geometrical elements of the system, which are assured by synthetic photometry, we suggest that the two components are evolved subgiant (F8.5 IV & G0 IV) stars with age of 3.5 Gy formed by fragmentation.",13,[],1
1306.0598,astro-ph,"We describe the results of a search for early-type stars associated with the Taurus-Auriga molecular cloud complex, a diffuse nearby star-forming region noted as lacking young stars of intermediate and high mass. We investigate several sets of possible O, B and early A spectral class members. The first is a group of stars for which mid-infrared images show bright nebulae, all of which can be associated with stars of spectral type B. The second group consists of early-type stars compiled from (i) literature listings in SIMBAD; (ii) B stars with infrared excesses selected from the Spitzer Space Telescope survey of the Taurus cloud; (iii) magnitude- and color-selected point sources from the 2MASS; and (iv) spectroscopically identified early-type stars from the SDSS coverage of the Taurus region. We evaluated stars for membership in the Taurus-Auriga star formation region based on criteria involving: spectroscopic and parallactic distances, proper motions and radial velocities, and infrared excesses or line emission indicative of stellar youth. For selected objects, we also model the scattered and emitted radiation from reflection nebulosity and compare the results with the observed spectral energy distributions to further test the plausibility of physical association of the B stars with the Taurus cloud. This investigation newly identifies as probable Taurus members three B-type stars: HR 1445 (HD 28929), tau Tau (HD 29763), 72 Tau (HD 28149), and two A-type stars: HD 31305 and HD 26212, thus doubling the number of stars A5 or earlier associated with the Taurus clouds. Several additional early-type sources including HD 29659 and HD 283815 meet some, but not all, of the membership criteria and therefore are plausible, though not secure, members.",13,[],1
1305.5654,astro-ph,"The amplification and maintenance of the observed magnetic fields in the ICM are usually attributed to the turbulent dynamo action. This is generally derived employing a collisional MHD model. However, in the ICM the ion mean free path between collisions is of the order of the dynamical scales, thus requiring a collisionless MHD description. Unlike collisional MHD simulations, our study uses an anisotropic plasma pressure with respect to the direction of the local magnetic field, which brings the plasma within a parameter space where collisionless instabilities should take place. Within the adopted model these instabilities are contained at bay through the relaxation term of the pressure anisotropy which simulates the feedback of the mirror and firehose instabilities. This relaxation acts to get the plasma distribution function consistent with the empirical studies of collisionless plasmas. Our 3D numerical simulations of forced transonic turbulence motivated by modeling of the turbulent ICM are performed for different initial values of the magnetic field intensity, and different relaxation rates of the pressure anisotropy. We found that in the high beta plasma regime corresponding to the ICM conditions, a fast anisotropy relaxation rate gives results which are similar to the collisional-MHD model as far as the statistical properties of the turbulence are concerned. Also, the amplification of seed magnetic fields due to the turbulent dynamo action is similar to the collisional-MHD model. Our simulations that do not employ the anisotropy relaxation deviate significantly from the collisional-MHD results, and show more power at the small-scale fluctuations of both density and velocity representing the results of the instabilities. For these simulations the large scale fluctuations in the magnetic field are mostly suppressed and the turbulent dynamo fails in amplifying seed magnetic fields.",13,['physics'],1
1308.1549,astro-ph,"We compute the abundance gradients along the disk of the Milky Way by means of the two-infall model: in particular, the gradients of oxygen and iron and their temporal evolution. First, we explore the effects of several physical processes which influence the formation and evolution of abundance gradients. They are: i) the inside-out formation of the disk, ii) a threshold in the gas density for star formation, iii) a variable star formation efficiency along the disk, iv) radial flows and their speed, and v) different total surface mass density (gas plus stars) distributions for the halo. We are able to reproduce at best the present day gradients of oxygen and iron if we assume an inside-out formation, no threshold gas density, a constant efficiency of star formation along the disk and radial gas flows. It is particularly important the choice of the velocity pattern for radial flows and the combination of this velocity pattern with the surface mass density distribution in the halo. Having selected the best model, we then explore the evolution of abundance gradients in time and find that the gradients in general steepen in time and that at redshift z~3 there is a gradient inversion in the inner regions of the disk, in the sense that at early epochs the oxygen abundance decreases toward the Galactic center. This effect, which has been observed, is naturally produced by our models if an inside-out formation of the disk and and a constant star formation efficiency are assumed. The inversion is due to the fact that in the inside-out formation a strong infall of primordial gas, contrasting chemical enrichment, is present in the innermost disk regions at early times. The gradient inversion remains also in the presence of radial flows, either with constant or variable speed in time, and this is a new result.",13,[],1
1304.5965,astro-ph,"The stellar wind around the compact object in luminous wind-accreting high mass X-ray binaries is expected to be strongly ionized with the X-rays coming from the compact object. The stellar wind of hot stars is mostly driven by light absorption in lines of heavier elements, and X-ray photo-ionization significantly reduces the radiative force within the so-called Stroemgren region leading to wind stagnation around the compact object. In close binaries like Vela X-1 this effect might alter the wind structure throughout the system. Using the spectral data from Monitor of All-sky X-ray Image (MAXI), we study the observed dependence of the photoelectric absorption as function of orbital phase in Vela X-1, and find that it is inconsistent with expectations for a spherically-symmetric smooth wind. Taking into account previous investigations we develop a simple model for wind structure with a stream-like photoionization wake region of slower and denser wind trailing the neutron star responsible for the observed absorption curve.",13,[],1
1310.8196,astro-ph,"We present a magnetic analysis of the formation and eruption of an active region (AR) sigmoid in AR 11283 from 2011 September 4 to 6. To follow the quasi-static evolution of the coronal magnetic field, we reconstruct a time sequence of static fields using a recently developed nonlinear force-free field model constrained by the SDO/HMI vector magnetograms. A detailed analysis of the fields compared with the SDO/AIA observations suggests the following scenario for the evolution of the region. Initially, a new bipole emerges into the negative polarity of a pre-existing bipolar AR, forming a null point topology between the two flux systems. A weakly twisted flux rope (FR) is then built up slowly in the embedded core region, largely through flux-cancellation photospheric reconnections, forming a bald patch separatrix surface (BPSS) separating the FR from its ambient field. The FR grows gradually until its axis runs into a torus instability (TI) domain near the end of the third day, and the BPSS also develops a fully S-shape. Unlike in the case of standard TI, the FR does not erupt instantly since it is still attached at the photosphere along the bald patch (BP) portion of the polarity inversion line. The combined effects of the TI-driven expansion of the FR and the line-tying at the BP tear the FR into two parts with the upper portion freely expelled and the lower portion remaining behind the post-flare arcades. This process dynamically perturbs the BPSS and results in the transient enhanced brightening of the sigmoid. The accelerated expansion of the upper portion of the FR strongly pushes its envelope flux near the null point and triggers breakout reconnection at the null, as evidenced by a remarkable circular flare ribbon, which further facilitates the eruption. We discuss the important implications of these results for the formation and disruption of sigmoid region with FR.",13,[],1
1303.1689,astro-ph,"In the applications of solar magneto-seismology(SMS), employing the ratio of the period of the fundamental mode to twice the one of its first overtone, equation, plays an important role. We examine how field-aligned flows affect the dispersion properties, and hence the period ratios, of standing modes supported by magnetic slabs in the solar atmosphere. We numerically solve the dispersion relations and devise a graphic means to construct standing modes. For coronal slabs, we find that the flow effects are significant, for the fast kink and sausage modes alike. For the kink ones, they may reduce equation by up to 23% compared with the static case, and the minimum allowed equation can fall below the lower limit analytically derived for static slabs. For the sausage modes, while introducing the flow reduces equation by typically equation % relative to the static case, it significantly increases the threshold aspect ratio only above which standing sausage modes can be supported, meaning that their detectability is restricted to even wider slabs. In the case of photospheric slabs, the flow effect is not as strong. However, standing modes are distinct from the coronal case in that standing kink modes show a equation that deviates from unity even for a zero-width slab, while standing sausage modes no longer suffer from a threshold aspect ratio. We conclude that transverse structuring in plasma density and flow speed should be considered in seismological applications of multiple periodicities to solar atmospheric structures.",13,[],1
