id,category,abstract,year,cross_lists,cat_int
1703.03823,astro-ph,"We confirm the reality of the recently discovered Milky Way stellar cluster equation 1 using spectra acquired with the HERMES and AAOmega spectrographs of the Anglo-Australian Telescope. This cluster had been previously undiscovered due to its close angular proximity to Sirius, the brightest star in the sky at visual wavelengths. Our observations identified 41 cluster members, and yielded an overall metallicity of [Fe/H]equation and barycentric radial velocity of equation km/s. These kinematics provide a dynamical mass estimate of equation Mequation. Isochrone fits to equation, 2MASS, and Pan-STARRS1 photometry indicate that equation 1 is an intermediate age (equation Gyr) stellar cluster. Combining the spatial and kinematic data we calculate equation 1 has a circular orbit with a radius of about 12~kpc, but with a large out of plane motion: equation kpc. Clusters with such orbits are unlikely to survive long due to the number of plane passages they would experience.",17,[],1
1705.07828,astro-ph,"We present polarisation spectra of seven stars in the lines-of-sight towards the Sco OB1 association. Our spectra were obtained within the framework of the Large Interstellar Polarization Survey carried out with the FORS instrument of the ESO VLT. We have modelled the wavelength-dependence of extinction and linear polarisation with a dust model for the diffuse interstellar medium which consists of a mixture of particles with size ranging from the molecular domain of 0.5 nm up to 350 nm. We have included stochastically heated small dust grains with radii between 0.5 and 6 nm made of graphite and silicate, as well as polycyclic aromatic hydrocarbon molecules (PAHs), and we have assumed that larger particles are prolate spheroids made of amorphous carbon and silicate. Overall, a dust model with eight free parameters best reproduces the observations. Reducing the number of free parameters leads to results that are inconsistent with cosmic abundance constraints. We found that aligned silicates are the dominant contributor to the observed polarisation, and that the polarisation spectra are best-fit by a lower limit of the equivolume sphere radius of aligned grains of 70 - 200nm.",17,[],1
1711.07932,astro-ph,"We study the dynamical evolution of the TRAPPIST-1 system under the influence of orbital circularization through tidal interaction with the central star. We find that systems with parameters close to the observed one evolve into a state where consecutive planets are linked by first order resonances and consecutive triples, apart from planets c, d and e, by connected three body Laplace resonances. The system expands with period ratios increasing and mean eccentricities decreasing with time. This evolution is largely driven by tides acting on the innermost planets which then influence the outer ones. In order that deviations from commensurability become significant only on equation time scales or longer, we require that the tidal parameter associated with the planets has to be such that equation At the same time, if we start with two subsystems, with the inner three planets comprising the inner one, equation associated with the planets has to be on the order (and not significantly exceeding) equation for the two subsystems to interact and end up in the observed configuration. This scenario is also supported by modelling of the evolution through disk migration which indicates that the whole system cannot have migrated inwards together. Also in order to avoid large departures from commensurabilities, the system cannot have stalled at a disk inner edge for significant time periods. We discuss the habitability consequences of the tidal dissipation implied by our modelling, concluding that planets d, e and f are potentially in habitable zones.",17,[],1
1705.07132,astro-ph,"Future large-scale surveys with high resolution imaging will provide us with a few equation new strong galaxy-scale lenses. These strong lensing systems however will be contained in large data amounts which are beyond the capacity of human experts to visually classify in a unbiased way. We present a new strong gravitational lens finder based on convolutional neural networks (CNNs). The method was applied to the Strong Lensing challenge organised by the Bologna Lens Factory. It achieved first and third place respectively on the space-based data-set and the ground-based data-set. The goal was to find a fully automated lens finder for ground-based and space-based surveys which minimizes human inspect. We compare the results of our CNN architecture and three new variations (""invariant"" ""views"" and ""residual"") on the simulated data of the challenge. Each method has been trained separately 5 times on 17 000 simulated images, cross-validated using 3 000 images and then applied to a 100 000 image test set. We used two different metrics for evaluation, the area under the receiver operating characteristic curve (AUC) score and the recall with no false positive (equation). For ground based data our best method achieved an AUC score of equation and a equation of equation. For space-based data our best method achieved an AUC score of equation and a equation of equation. On space-based data adding dihedral invariance to the CNN architecture diminished the overall score but achieved a higher no contamination recall. We found that using committees of 5 CNNs produce the best recall at zero contamination and consistenly score better AUC than a single CNN. We found that for every variation of our CNN lensfinder, we achieve AUC scores close to equation within equation.",17,[],1
1710.08151,astro-ph,"V2492 Cyg is a young pre-main sequence star presenting repetitive brightness variations of significant amplitude (Delta R > 5 mag) whose physical origin has been ascribed to both extinction (UXor-type) and accretion (EXor-type) variability, although their mutual proportion has not been clarified yet. Recently, V2492 Cyg has reached a level of brightness ever registered in the period of its documented activity. Optical and near-infrared photometry and spectroscopy have been obtained in October 2016 and between March and July 2017. The source has remained bright until the end of May 2017, then it started to rapidly fade since the beginning of June at a rate of about 0.08 mag/day. On mid-July 2017 the source has reached the same low-brightness level as two years before. Extinction and mass accretion rate were derived by means of the luminosity of the brightest lines, in particular Halpha and Hbeta. A couple of optical high-resolution spectra are also presented to derive information on the gas kinematics. Visual extinction variations do not exceed a few magnitudes, while the mass accretion rate is estimated to vary from less than 10-8 up to a few 10-7 Msun/yr. This latter is comparable to that estimated on the previous high-state in 2010, likely occurred under more severe extinction conditions. The combined analysis of the optical and near-infrared (NIR) observations extends to the present event the original suggestion that the V2492 Cyg variability is a combination of changing extinction and accretion.",17,[],1
1707.02936,astro-ph,"Polarized emission from aligned dust is a crucial tool for studies of magnetism in the ISM and a troublesome contaminant for studies of CMB polarization. In each case, an understanding of the significance of the polarization signal requires well-calibrated physical models of dust grains. Despite decades of progress in theory and observation, polarized dust models remain largely underconstrained. During its 2012 flight, the balloon-borne telescope BLASTPol obtained simultaneous broad-band polarimetric maps of a translucent molecular cloud at 250, 350, and 500 microns. Combining these data with polarimetry from the Planck 850 micron band, we have produced a submillimeter polarization spectrum for a cloud of this type for the first time. We find the polarization degree to be largely constant across the four bands. This result introduces a new observable with the potential to place strong empirical constraints on ISM dust polarization models in a previously inaccessible density regime. Comparing with models by Draine and Fraisse (2009), our result disfavors two of their models for which all polarization arises due only to aligned silicate grains. By creating simple models for polarized emission in a translucent cloud, we verify that extinction within the cloud should have only a small effect on the polarization spectrum shape compared to the diffuse ISM. Thus we expect the measured polarization spectrum to be a valid check on diffuse ISM dust models. The general flatness of the observed polarization spectrum suggests a challenge to models where temperature and alignment degree are strongly correlated across major dust components.",17,[],1
1708.04355,astro-ph,"Only five binary systems have been found to emit at TeV energies. Each of these systems is composed of a massive O or B type star and a compact object (black hole or a pulsar). The type of compact object and the origin of the gamma-ray emission is unknown for most of these systems. Extending spectral observations to higher energies can help disentangle the nature of the compact object as well as the particle acceleration mechanisms present. Interestingly, the TeV emission from these systems does not always coincide with their emission in GeV or X-ray, which is how many such systems have been originally discovered. Increased coverage of these systems may allow HAWC to see precisely when in the orbit the TeV emission begins and ends. The HAWC Observatory detects TeV gamma-rays with high sensitivity, covering over two-thirds of the overhead sky every day. Applying a stacking method to known TeV binary systems can help HAWC enhance the signal from TeV binaries above the steady background from other sources in the galaxy. We will present results from this stacking analysis using 760 days of HAWC data.",17,['hep-ex'],1
1709.05756,astro-ph,"Gravitational redshift as a relativistic effect in cosmological objects is investigated. Possible signatures of the gravitational redshift in measurements of satellite galaxies in clusters of galaxies, intracluster gas, as well as galaxies associated with voids are investigated by developing simple theoretical models. In the analysis of the gravitational redshift of satellite galaxies, we develop a very simple analytic model for satellite galaxies virialised in halos, which enables us to evaluate the signals depending on the properties of the halo occupation distribution of galaxies. We obtain results consistent with recent previous results, though our results are restricted to the satellite galaxies inside the virial radius. In the analysis of intracluster gas, we develop a simple analytic model including the effect of random motions of gases, which are assumed to generate nonthermal pressure. We demonstrate a possible contribution of the random motions of gases to the gravitational redshift. We also investigate a possible signature of the gravitational redshift in measurements of galaxies associated with voids, for the first time as far as we know, by utilising a simple analytic model. We show that the second-order Hubble term, which appears in the expansion of the scale factor around the centre of a void, may make a significant contribution depending on the way the galaxy samples are analysed.",17,['gr-qc'],1
1710.05656,astro-ph,"Distributed radio interferometric calibration based on consensus optimization has been shown to improve the estimation of systematic errors in radio astronomical observations. The intrinsic continuity of systematic errors across frequency is used by a consensus polynomial to penalize traditional calibration. Consensus is achieved via the use of alternating direction method of multipliers (ADMM) algorithm. In this paper, we extend the existing distributed calibration algorithms to use ADMM with an adaptive penalty parameter update. Compared to a fixed penalty, its adaptive update has been shown to perform better in diverse applications of ADMM. In this paper, we compare two such popular penalty parameter update schemes: residual balance penalty update and spectral penalty update (Barzilai-Borwein). We apply both schemes to distributed radio interferometric calibration and compare their performance against ADMM with a fixed penalty parameter. Simulations show that both methods of adaptive penalty update improve the convergence of ADMM but the spectral penalty parameter update shows more stability.",17,['cs'],1
1712.02920,astro-ph,"Over a thousand stars in our Galaxy have been detected as radio emitters, but no normal stars are known to possess radio-emitting lobes similar to radio galaxies. Several recent attempts by us and other authors to find such objects remained inconclusive. Here we present a further search for double-lobed radio stars in two large samples of spectroscopic stars: over 20,000 white dwarves from the Sloan Digital Sky Survey (SDSS) DR12, and 2.5 million stars from the Large Sky Area Multi-Object Fiber Spectroscopic Telescope (LAMOST). These were cross-matched with sources from the Faint Images of the Radio Sky at Twenty Centimeters (FIRST) survey at 1.4 GHz to look for source pairs straddling the stars with moderate symmetry about the stars. We found only four promising candidates for double-lobed radio stars, confirming they must be extremely rare. By comparison with SDSS, we inferred that about 16 per cent of LAMOST spectra may have erroneous classifications. We also rediscovered the giant radio galaxy J09273510 and propose a different, more distant host, suggesting a much larger radio size of 2.7 Mpc.",17,[],1
1712.04483,astro-ph,"We present a single candidate transit event around Proxima Centauri, found during a blind transit search using a robotic 30\,cm telescope at Las Campanas Observatory. The event lasted 1 hour, with an estimated depth of 5\,mmag, and is inconsistent with the transit window predicted for the recently discovered planet b. We modeled the lightcurve under the assumption that the event was caused by a transiting exoplanet, and our model predicts the planet has a radius equation. We encourage continued monitoring of Proxima to elucidate the origin of this event.",17,[],1
1702.00664,astro-ph,"We present a catalog of sources detected above 10 GeV by the Fermi Large Area Telescope (LAT) in the first 7 years of data using the Pass 8 event-level analysis. This is the Third Catalog of Hard Fermi-LAT Sources (3FHL), containing 1556 objects characterized in the 10 GeV - 2 TeV energy range. The sensitivity and angular resolution are improved by factors of 3 and 2 relative to the previous LAT catalog at the same energies (1FHL). The vast majority of detected sources (79%) are associated with extragalactic counterparts at other wavelengths, including 16 sources located at very high redshift (equation). Eight percent of the sources have Galactic counterparts and 13% are unassociated (or associated with a source of unknown nature). The high-latitude sky and the Galactic plane are observed with a flux sensitivity of 4.4 to 9.5equation ph cmequation sequation, respectively (this is approximately 0.5% and 1% of the Crab Nebula flux above 10 GeV). The catalog includes 214 new equation-ray sources. The substantial increase in the number of photons (more than 4 times relative to 1FHL and 10 times to 2FHL) also allows us to measure significant spectral curvature for 32 sources and find flux variability for 163 of them. Furthermore, we estimate that for the same flux limit of equation erg cmequation sequation, the energy range above 10 GeV has twice as many sources as above 50 GeV, highlighting the importance, for future Cherenkov telescopes, of lowering the energy threshold as much as possible.",17,[],1
1711.02176,astro-ph,"Radial magnetic fields are observed in all known young, shell-type supernova remnants (SNRs) in our Galaxy, including Cas A, Tycho, Kepler, and SN1006 and yet the nature of these radial fields has not been thoroughly explored. Using a 3D model, we consider the existence and observational implications of an intrinsically radial field. We also present a new explanation of the origin of the radial pattern observed from polarization data as resulting from a selection effect due to the distribution of cosmic-ray electrons (CREs). We show that quasi-parallel acceleration can concentrate CREs at regions where the magnetic field is radial, making a completely turbulent field appear ordered, when it is in fact disordered. We discuss observational properties that may help distinguish between an intrinsically radial magnetic field and the case where it only appears radial due to the CRE distribution. We also show that the case of an intrinsically radial field with a quasi-perpendicular CRE acceleration mechanism has intriguing similarities to the observed polarization properties of SN1006.",17,[],1
1705.01588,astro-ph,"We report the large effort which is producing comprehensive high-level young star cluster (YSC) catalogues for a significant fraction of galaxies observed with the Legacy ExtraGalactic UV Survey (LEGUS) Hubble treasury program. We present the methodology developed to extract cluster positions, verify their genuine nature, produce multiband photometry (from NUV to NIR), and derive their physical properties via spectral energy distribution fitting analyses. We use the nearby spiral galaxy NGC628 as a test case for demonstrating the impact that LEGUS will have on our understanding of the formation and evolution of YSCs and compact stellar associations within their host galaxy. Our analysis of the cluster luminosity function from the UV to the NIR finds a steepening at the bright end and at all wavelengths suggesting a dearth of luminous clusters. The cluster mass function of NGC628 is consistent with a power-law distribution of slopes equation and a truncation of a few times equation Mequation. After their formation YSCs and compact associations follow different evolutionary paths. YSCs survive for a longer timeframe, confirming their being potentially bound systems. Associations disappear on time scales comparable to hierarchically organized star-forming regions, suggesting that they are expanding systems. We find mass-independent cluster disruption in the inner region of NGC628, while in the outer part of the galaxy there is little or no disruption. We observe faster disruption rates for low mass (equation equation Mequation) clusters suggesting that a mass-dependent component is necessary to fully describe the YSC disruption process in NGC628.",17,[],1
1706.01567,astro-ph,"Suzaku measurements of a homogeneous metal distribution of equation Solar in the outskirts of the nearby Perseus cluster suggest that chemical elements were deposited and mixed into the intergalactic medium before clusters formed, likely over 10 billion years ago. A key prediction of this early enrichment scenario is that the intracluster medium in all massive clusters should be uniformly enriched to a similar level. Here, we confirm this prediction by determining the iron abundances in the outskirts (equation) of a sample of ten other nearby galaxy clusters observed with Suzaku for which robust measurements based on the Fe-K lines can be made. Across our sample the iron abundances are consistent with a constant value, equation Solar (equation for 25 degrees of freedom). This is remarkably similar to the measurements for the Perseus cluster of equation Solar, using the Solar abundance scale of Asplund et al. (2009).",17,[],1
1711.04616,astro-ph,"We report the equation confirmation of two large-scale filaments along the sight-line of the blazar 1ES~1553113, which correspond to Warm-Hot Intergalactic Medium (WHIM) absorption features in the X-ray and far ultraviolet. We use the WISE-SuperCOSMOS photometric catalog to map the cosmic-web in the direction of the blazar, and find significant filaments at redshifts of equation and equation, which roughly align with the absorption redshifts. A third X-ray absorption feature at equation did not have any corresponding structures in the photometric catalog.",17,[],1
